LOCATION,Country,MEASURE,Measure,AGE,Age group,DEFINITION,Definition,METHODO,Methodology,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags,year
POL,Poland,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2018,2018,PLN,Zloty,0,Units,,,34057.0,,,2019
POL,Poland,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2018,2018,PLN,Zloty,0,Units,,,34116.0,,,2019
PRT,Portugal,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,13521.0,,,2019
PRT,Portugal,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,14225.0,,,2019
PRT,Portugal,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,14683.0,,,2019
PRT,Portugal,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,14407.0,,,2019
PRT,Portugal,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,15137.0,,,2019
PRT,Portugal,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,14848.0,,,2019
PRT,Portugal,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,12588.0,,,2019
SVK,Slovak Republic,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,9523.0,P,Provisional value,2019
SVK,Slovak Republic,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,11536.0,P,Provisional value,2019
SVK,Slovak Republic,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,11462.0,P,Provisional value,2019
SVK,Slovak Republic,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,11366.0,P,Provisional value,2019
SVK,Slovak Republic,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,11741.0,P,Provisional value,2019
SVK,Slovak Republic,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,9560.0,P,Provisional value,2019
SVK,Slovak Republic,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,8963.0,P,Provisional value,2019
ESP,Spain,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,18211.0,,,2019
ESP,Spain,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,20193.0,,,2019
ESP,Spain,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,19951.0,,,2019
ESP,Spain,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,20374.0,,,2019
ESP,Spain,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,23140.0,,,2019
ESP,Spain,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,21243.0,,,2019
ESP,Spain,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,17852.0,,,2019
SWE,Sweden,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,SEK,Swedish Krona,0,Units,,,326610.0,,,2019
SWE,Sweden,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,SEK,Swedish Krona,0,Units,,,333398.0,,,2019
SWE,Sweden,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,SEK,Swedish Krona,0,Units,,,327266.0,,,2019
SWE,Sweden,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,SEK,Swedish Krona,0,Units,,,377211.0,,,2019
SWE,Sweden,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,SEK,Swedish Krona,0,Units,,,414482.0,,,2019
SWE,Sweden,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,SEK,Swedish Krona,0,Units,,,334706.0,,,2019
SWE,Sweden,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,SEK,Swedish Krona,0,Units,,,245643.0,,,2019
CHE,Switzerland,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,CHF,Swiss Franc,0,Units,,,55267.0,,,2019
CHE,Switzerland,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,CHF,Swiss Franc,0,Units,,,65003.0,,,2019
CHE,Switzerland,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,CHF,Swiss Franc,0,Units,,,61459.0,,,2019
CHE,Switzerland,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,CHF,Swiss Franc,0,Units,,,68380.0,,,2019
CHE,Switzerland,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,CHF,Swiss Franc,0,Units,,,70478.0,,,2019
CHE,Switzerland,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,CHF,Swiss Franc,0,Units,,,53141.0,,,2019
CHE,Switzerland,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,CHF,Swiss Franc,0,Units,,,45630.0,,,2019
TUR,Türkiye,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,TRY,Turkish Lira,0,Units,,,27662.0,,,2019
TUR,Türkiye,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,TRY,Turkish Lira,0,Units,,,32094.0,,,2019
TUR,Türkiye,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,TRY,Turkish Lira,0,Units,,,34580.0,,,2019
TUR,Türkiye,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,TRY,Turkish Lira,0,Units,,,36543.0,,,2019
TUR,Türkiye,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,TRY,Turkish Lira,0,Units,,,38780.0,,,2019
TUR,Türkiye,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,TRY,Turkish Lira,0,Units,,,33375.0,,,2019
TUR,Türkiye,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,TRY,Turkish Lira,0,Units,,,29956.0,,,2019
GBR,United Kingdom,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,GBP,Pound Sterling,0,Units,,,22095.0,,,2019
GBR,United Kingdom,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,GBP,Pound Sterling,0,Units,,,25961.0,,,2019
GBR,United Kingdom,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,GBP,Pound Sterling,0,Units,,,25722.0,,,2019
GBR,United Kingdom,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,GBP,Pound Sterling,0,Units,,,26455.0,,,2019
GBR,United Kingdom,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,GBP,Pound Sterling,0,Units,,,25961.0,,,2019
GBR,United Kingdom,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,GBP,Pound Sterling,0,Units,,,21994.0,,,2019
GBR,United Kingdom,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,GBP,Pound Sterling,0,Units,,,19674.0,,,2019
USA,United States,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2021,2021,USD,US Dollar,0,Units,,,52626.0,P,Provisional value,2019
USA,United States,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2021,2021,USD,US Dollar,0,Units,,,52864.0,P,Provisional value,2019
USA,United States,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2021,2021,USD,US Dollar,0,Units,,,58181.0,P,Provisional value,2019
USA,United States,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2021,2021,USD,US Dollar,0,Units,,,62607.0,P,Provisional value,2019
USA,United States,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2021,2021,USD,US Dollar,0,Units,,,65656.0,P,Provisional value,2019
USA,United States,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2021,2021,USD,US Dollar,0,Units,,,57146.0,P,Provisional value,2019
USA,United States,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2021,2021,USD,US Dollar,0,Units,,,48362.0,P,Provisional value,2019
EST,Estonia,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,16166.0,,,2019
EST,Estonia,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,15258.0,,,2019
EST,Estonia,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,17421.0,,,2019
EST,Estonia,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,17098.0,,,2019
EST,Estonia,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,15604.0,,,2019
EST,Estonia,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,11676.0,,,2019
EST,Estonia,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,9438.0,,,2019
ISR,Israel,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,ILS,New Israeli Sheqel,0,Units,,,91531.0,,,2019
ISR,Israel,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,ILS,New Israeli Sheqel,0,Units,,,103012.0,,,2019
ISR,Israel,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,ILS,New Israeli Sheqel,0,Units,,,102240.0,,,2019
ISR,Israel,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,ILS,New Israeli Sheqel,0,Units,,,112292.0,,,2019
ISR,Israel,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,ILS,New Israeli Sheqel,0,Units,,,124443.0,,,2019
ISR,Israel,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,ILS,New Israeli Sheqel,0,Units,,,116180.0,,,2019
ISR,Israel,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,ILS,New Israeli Sheqel,0,Units,,,93786.0,,,2019
SVN,Slovenia,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,17252.0,,,2019
SVN,Slovenia,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,20035.0,,,2019
SVN,Slovenia,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,18247.0,,,2019
SVN,Slovenia,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,18820.0,,,2019
SVN,Slovenia,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,18741.0,,,2019
SVN,Slovenia,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,15698.0,,,2019
SVN,Slovenia,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,14775.0,,,2019
AUT,Austria,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,INCOMPARABLE,Previous definition - without overlap year,METH2012,New income definition since 2012,2006,2006,EUR,Euro,0,Units,,,20252.0,,,2019
AUT,Austria,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,INCOMPARABLE,Previous definition - without overlap year,METH2012,New income definition since 2012,2006,2006,EUR,Euro,0,Units,,,23468.0,,,2019
AUT,Austria,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,INCOMPARABLE,Previous definition - without overlap year,METH2012,New income definition since 2012,2006,2006,EUR,Euro,0,Units,,,22282.0,,,2019
AUT,Austria,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,INCOMPARABLE,Previous definition - without overlap year,METH2012,New income definition since 2012,2006,2006,EUR,Euro,0,Units,,,24912.0,,,2019
AUT,Austria,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,INCOMPARABLE,Previous definition - without overlap year,METH2012,New income definition since 2012,2006,2006,EUR,Euro,0,Units,,,24970.0,,,2019
AUT,Austria,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,INCOMPARABLE,Previous definition - without overlap year,METH2012,New income definition since 2012,2006,2006,EUR,Euro,0,Units,,,21205.0,,,2019
AUT,Austria,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,INCOMPARABLE,Previous definition - without overlap year,METH2012,New income definition since 2012,2006,2006,EUR,Euro,0,Units,,,20762.0,,,2019
ESP,Spain,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,INCOMPARABLE,Previous definition - without overlap year,METH2012,New income definition since 2012,2006,2006,EUR,Euro,0,Units,,,14173.0,,,2019
ESP,Spain,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,INCOMPARABLE,Previous definition - without overlap year,METH2012,New income definition since 2012,2006,2006,EUR,Euro,0,Units,,,16192.0,,,2019
ESP,Spain,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,INCOMPARABLE,Previous definition - without overlap year,METH2012,New income definition since 2012,2006,2006,EUR,Euro,0,Units,,,16565.0,,,2019
ESP,Spain,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,INCOMPARABLE,Previous definition - without overlap year,METH2012,New income definition since 2012,2006,2006,EUR,Euro,0,Units,,,16261.0,,,2019
ESP,Spain,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,INCOMPARABLE,Previous definition - without overlap year,METH2012,New income definition since 2012,2006,2006,EUR,Euro,0,Units,,,16934.0,,,2019
ESP,Spain,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,INCOMPARABLE,Previous definition - without overlap year,METH2012,New income definition since 2012,2006,2006,EUR,Euro,0,Units,,,12648.0,,,2019
ESP,Spain,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,INCOMPARABLE,Previous definition - without overlap year,METH2012,New income definition since 2012,2006,2006,EUR,Euro,0,Units,,,11922.0,,,2019
JPN,Japan,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2018,2018,JPY,Yen,0,Units,,,2758000.0,,,2019
JPN,Japan,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2018,2018,JPY,Yen,0,Units,,,3039000.0,,,2019
JPN,Japan,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2018,2018,JPY,Yen,0,Units,,,3023000.0,,,2019
JPN,Japan,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2018,2018,JPY,Yen,0,Units,,,3117000.0,,,2019
JPN,Japan,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2018,2018,JPY,Yen,0,Units,,,3316000.0,,,2019
JPN,Japan,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2018,2018,JPY,Yen,0,Units,,,2614000.0,,,2019
JPN,Japan,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2018,2018,JPY,Yen,0,Units,,,2223000.0,,,2019
KOR,Korea,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,KRW,Won,0,Units,,,35200000.0,,,2019
KOR,Korea,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,KRW,Won,0,Units,,,37520000.0,,,2019
KOR,Korea,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,KRW,Won,0,Units,,,37250000.0,,,2019
KOR,Korea,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,KRW,Won,0,Units,,,37100000.0,,,2019
KOR,Korea,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,KRW,Won,0,Units,,,36630000.0,,,2019
KOR,Korea,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,KRW,Won,0,Units,,,25970000.0,,,2019
KOR,Korea,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,,,0,Units,,,20210000.0,,,2019
CHL,Chile,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2017,2017,CLP,Chilean Peso,0,Units,,,6022778.0,,,2019
CHL,Chile,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2017,2017,CLP,Chilean Peso,0,Units,,,6409800.0,,,2019
CHL,Chile,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2017,2017,CLP,Chilean Peso,0,Units,,,8182748.0,,,2019
CHL,Chile,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2017,2017,CLP,Chilean Peso,0,Units,,,7306389.0,,,2019
CHL,Chile,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2017,2017,CLP,Chilean Peso,0,Units,,,7180668.0,,,2019
CHL,Chile,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2017,2017,CLP,Chilean Peso,0,Units,,,6650306.0,,,2019
CHL,Chile,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2017,2017,CLP,Chilean Peso,0,Units,,,6251868.0,,,2019
LVA,Latvia,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,EUR,Euro,0,Units,,,13264.0,P,Provisional value,2019
LVA,Latvia,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,EUR,Euro,0,Units,,,13329.0,P,Provisional value,2019
LVA,Latvia,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,EUR,Euro,0,Units,,,15001.0,P,Provisional value,2019
LVA,Latvia,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,EUR,Euro,0,Units,,,14013.0,P,Provisional value,2019
LVA,Latvia,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,EUR,Euro,0,Units,,,12125.0,P,Provisional value,2019
LVA,Latvia,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,EUR,Euro,0,Units,,,9918.0,P,Provisional value,2019
LVA,Latvia,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2020,2020,EUR,Euro,0,Units,,,7992.0,P,Provisional value,2019
LTU,Lithuania,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,11540.0,,,2019
LTU,Lithuania,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,12244.0,,,2019
LTU,Lithuania,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,13777.0,,,2019
LTU,Lithuania,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,12414.0,,,2019
LTU,Lithuania,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,12029.0,,,2019
LTU,Lithuania,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,8885.0,,,2019
LTU,Lithuania,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,CURRENT,Current definition,METH2012,New income definition since 2012,2019,2019,EUR,Euro,0,Units,,,7131.0,,,2019
FRA,France,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,PREVIOUS,Previous definition - with overlap year,METH2012,New income definition since 2012,2012,2012,EUR,Euro,0,Units,,,22970.0,,,2019
FRA,France,INCAC2,Age group 18-25: mean disposable income (current prices),TOT,Total population,PREVIOUS,Previous definition - with overlap year,METH2012,New income definition since 2012,2012,2012,EUR,Euro,0,Units,,,23650.0,,,2019
FRA,France,INCAC3,Age group 26-40: mean disposable income (current prices),TOT,Total population,PREVIOUS,Previous definition - with overlap year,METH2012,New income definition since 2012,2012,2012,EUR,Euro,0,Units,,,23640.0,,,2019
FRA,France,INCAC4,Age group 41-50: mean disposable income (current prices),TOT,Total population,PREVIOUS,Previous definition - with overlap year,METH2012,New income definition since 2012,2012,2012,EUR,Euro,0,Units,,,26530.0,,,2019
FRA,France,INCAC5,Age group 51-65: mean disposable income (current prices),TOT,Total population,PREVIOUS,Previous definition - with overlap year,METH2012,New income definition since 2012,2012,2012,EUR,Euro,0,Units,,,29620.0,,,2019
FRA,France,INCAC6,Age group 66-75: mean disposable income (current prices),TOT,Total population,PREVIOUS,Previous definition - with overlap year,METH2012,New income definition since 2012,2012,2012,EUR,Euro,0,Units,,,27220.0,,,2019
FRA,France,INCAC7,Age group 76+: mean disposable income (current prices),TOT,Total population,PREVIOUS,Previous definition - with overlap year,METH2012,New income definition since 2012,2012,2012,EUR,Euro,0,Units,,,23660.0,,,2019
USA,United States,INCAC1,Age group 0-17: mean disposable income (current prices),TOT,Total population,PREVIOUS,Previous definition - with overlap year,METH2012,New income definition since 2012,2013,2013,USD,US Dollar,0,Units,,,34807.0,,,2019
